EIC,BNA-ID,Name BNA,Plant & Block name,Year,Generation elec. [MWh_el]
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2021,0.000
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2022,0.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2016,1434595.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2017,2038560.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2018,1526303.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2019,0.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2020,0.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2021,0.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2022,310727.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2016,1878477.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2017,2230238.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2018,1581026.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2019,0.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2020,0.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2021,0.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2022,396705.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2016,354331.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2017,382769.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2018,203223.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2019,0.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2020,0.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2021,0.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2022,0.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2016,1084779.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2017,1303780.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2018,942845.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2019,693639.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2020,595138.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2021,506683.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2022,865847.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2016,1270934.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2017,954903.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2018,1067326.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2019,675933.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2020,807617.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2021,802120.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2022,494601.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2016,1911305.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2017,1535390.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2018,1550723.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2019,738590.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2020,920769.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2021,1613571.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2022,1731931.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2016,1519549.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2017,3295438.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2018,3086148.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2019,2546913.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2020,1582216.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2021,3324923.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2022,3824201.000
11WD4RDK42G4---O,BNA0514,Rheinhafen- Dampfkraftwerk  RDK 4S,Rheinhafen-Dampfkraftwerk 4,2016,0.000
11WD4RDK42G4---O,BNA0514,Rheinhafen- Dampfkraftwerk  RDK 4S,Rheinhafen-Dampfkraftwerk 4,2017,0.000
11WD4RDK42G4---O,BNA0514,Rheinhafen- Dampfkraftwerk  RDK 4S,Rheinhafen-Dampfkraftwerk 4,2018,0.000
11WD4RDK42G4---O,BNA0514,Rheinhafen- Dampfkraftwerk  RDK 4S,Rheinhafen-Dampfkraftwerk 4,2019,0.000
11WD4RDK42G4---O,BNA0514,Rheinhafen- Dampfkraftwerk  RDK 4S,Rheinhafen-Dampfkraftwerk 4,2020,0.000
11WD4RDK42G4---O,BNA0514,Rheinhafen- Dampfkraftwerk  RDK 4S,Rheinhafen-Dampfkraftwerk 4,2021,0.000
11WD4RDK42G4---O,BNA0514,Rheinhafen- Dampfkraftwerk  RDK 4S,Rheinhafen-Dampfkraftwerk 4,2022,0.000
11WD8SCHK1L---A2,BNA0878,Schkopau A,Schkopau A,2016,2571398.000
11WD8SCHK1L---A2,BNA0878,Schkopau A,Schkopau A,2017,2121433.000
11WD8SCHK1L---A2,BNA0878,Schkopau A,Schkopau A,2018,2685679.000
11WD8SCHK1L---A2,BNA0878,Schkopau A,Schkopau A,2019,1707668.000
11WD8SCHK1L---A2,BNA0878,Schkopau A,Schkopau A,2020,1084303.000
11WD8SCHK1L---A2,BNA0878,Schkopau A,Schkopau A,2021,1719573.000
11WD8SCHK1L---A2,BNA0878,Schkopau A,Schkopau A,2022,1747010.000
11WD8SCHK1L---B0,BNA0879,Schkopau B,Schkopau B,2016,1699558.000
11WD8SCHK1L---B0,BNA0879,Schkopau B,Schkopau B,2017,2192809.000
11WD8SCHK1L---B0,BNA0879,Schkopau B,Schkopau B,2018,2219562.000
11WD8SCHK1L---B0,BNA0879,Schkopau B,Schkopau B,2019,1196634.000
11WD8SCHK1L---B0,BNA0879,Schkopau B,Schkopau B,2020,999058.000
11WD8SCHK1L---B0,BNA0879,Schkopau B,Schkopau B,2021,1546321.000
11WD8SCHK1L---B0,BNA0879,Schkopau B,Schkopau B,2022,1437911.000
11WD7SCHO1S--B-0,BNA0332,Scholven B,Scholven B,2016,1396664.000
11WD7SCHO1S--B-0,BNA0332,Scholven B,Scholven B,2017,1696021.000
11WD7SCHO1S--B-0,BNA0332,Scholven B,Scholven B,2018,1588964.000
11WD7SCHO1S--B-0,BNA0332,Scholven B,Scholven B,2019,1155844.000
11WD7SCHO1S--B-0,BNA0332,Scholven B,Scholven B,2020,1150483.000
11WD7SCHO1S--B-0,BNA0332,Scholven B,Scholven B,2021,1120473.000
11WD7SCHO1S--B-0,BNA0332,Scholven B,Scholven B,2022,1148523.000
11WD7SCHO2S--C-R,BNA0331,Scholven C,Scholven C,2016,1489762.000
11WD7SCHO2S--C-R,BNA0331,Scholven C,Scholven C,2017,1528349.000
11WD7SCHO2S--C-R,BNA0331,Scholven C,Scholven C,2018,1524333.000
11WD7SCHO2S--C-R,BNA0331,Scholven C,Scholven C,2019,1706954.000
11WD7SCHO2S--C-R,BNA0331,Scholven C,Scholven C,2020,1107222.000
11WD7SCHO2S--C-R,BNA0331,Scholven C,Scholven C,2021,779051.000
11WD7SCHO2S--C-R,BNA0331,Scholven C,Scholven C,2022,789136.000
11WD8SWPU1L---AK,BNA0914,Kraftwerk Schwarze Pumpe Block A,Schwarze Pumpe A,2016,5593967.000
11WD8SWPU1L---AK,BNA0914,Kraftwerk Schwarze Pumpe Block A,Schwarze Pumpe A,2017,4355777.000
11WD8SWPU1L---AK,BNA0914,Kraftwerk Schwarze Pumpe Block A,Schwarze Pumpe A,2018,5409519.000
11WD8SWPU1L---AK,BNA0914,Kraftwerk Schwarze Pumpe Block A,Schwarze Pumpe A,2019,4936595.000
11WD8SWPU1L---AK,BNA0914,Kraftwerk Schwarze Pumpe Block A,Schwarze Pumpe A,2020,4205795.000
11WD8SWPU1L---AK,BNA0914,Kraftwerk Schwarze Pumpe Block A,Schwarze Pumpe A,2021,5014463.000
11WD8SWPU1L---AK,BNA0914,Kraftwerk Schwarze Pumpe Block A,Schwarze Pumpe A,2022,3650624.000
11WD8SWPU1L---BI,BNA0915,Kraftwerk Schwarze Pumpe Block B,Schwarze Pumpe B,2016,5313763.000
11WD8SWPU1L---BI,BNA0915,Kraftwerk Schwarze Pumpe Block B,Schwarze Pumpe B,2017,5740538.000
11WD8SWPU1L---BI,BNA0915,Kraftwerk Schwarze Pumpe Block B,Schwarze Pumpe B,2018,5622105.000
11WD8SWPU1L---BI,BNA0915,Kraftwerk Schwarze Pumpe Block B,Schwarze Pumpe B,2019,4410168.000
11WD8SWPU1L---BI,BNA0915,Kraftwerk Schwarze Pumpe Block B,Schwarze Pumpe B,2020,4846545.000
11WD8SWPU1L---BI,BNA0915,Kraftwerk Schwarze Pumpe Block B,Schwarze Pumpe B,2021,5357695.000
11WD8SWPU1L---BI,BNA0915,Kraftwerk Schwarze Pumpe Block B,Schwarze Pumpe B,2022,4444149.000
11WD2STA5000066D,BNA0377,Staudinger 5,Staudinger 5,2016,32035.000
11WD2STA5000066D,BNA0377,Staudinger 5,Staudinger 5,2017,117227.000
11WD2STA5000066D,BNA0377,Staudinger 5,Staudinger 5,2018,169580.000
11WD2STA5000066D,BNA0377,Staudinger 5,Staudinger 5,2019,91742.000
11WD2STA5000066D,BNA0377,Staudinger 5,Staudinger 5,2020,52440.000
11WD2STA5000066D,BNA0377,Staudinger 5,Staudinger 5,2021,3458.000
11WD2STA5000066D,BNA0377,Staudinger 5,Staudinger 5,2022,
11WD2STA4000065N,BNA0374,Staudinger 4,Staudinger 4,2016,2768918.000
11WD2STA4000065N,BNA0374,Staudinger 4,Staudinger 4,2017,2071969.000
11WD2STA4000065N,BNA0374,Staudinger 4,Staudinger 4,2018,1669168.000
11WD2STA4000065N,BNA0374,Staudinger 4,Staudinger 4,2019,1199331.000
11WD2STA4000065N,BNA0374,Staudinger 4,Staudinger 4,2020,983895.000
11WD2STA4000065N,BNA0374,Staudinger 4,Staudinger 4,2021,1123104.000
11WD2STA4000065N,BNA0374,Staudinger 4,Staudinger 4,2022,2320683.000
11WD8TIEF5C----9,BNA0402,HKW Tiefstack,Tiefstack 2,2016,1086093.000
11WD8TIEF5C----9,BNA0402,HKW Tiefstack,Tiefstack 2,2017,947648.000
11WD8TIEF5C----9,BNA0402,HKW Tiefstack,Tiefstack 2,2018,899856.000
11WD8TIEF5C----9,BNA0402,HKW Tiefstack,Tiefstack 2,2019,791077.000
11WD8TIEF5C----9,BNA0402,HKW Tiefstack,Tiefstack 2,2020,798248.000
11WD8TIEF5C----9,BNA0402,HKW Tiefstack,Tiefstack 2,2021,842350.000
11WD8TIEF5C----9,BNA0402,HKW Tiefstack,Tiefstack 2,2022,952636.000
11WD8TIEF5G-GUDI,BNA0400,GuD Tiefstack,Tiefstack GuD,2016,220725.000
11WD8TIEF5G-GUDI,BNA0400,GuD Tiefstack,Tiefstack GuD,2017,303407.000
11WD8TIEF5G-GUDI,BNA0400,GuD Tiefstack,Tiefstack GuD,2018,36679.000
11WD8TIEF5G-GUDI,BNA0400,GuD Tiefstack,Tiefstack GuD,2019,0.000
11WD8TIEF5G-GUDI,BNA0400,GuD Tiefstack,Tiefstack GuD,2020,0.000
11WD8TIEF5G-GUDI,BNA0400,GuD Tiefstack,Tiefstack GuD,2021,0.000
11WD8TIEF5G-GUDI,BNA0400,GuD Tiefstack,Tiefstack GuD,2022,0.000
11WD7KWHU1GBL10E,BNA0410,Trianel Gaskraftwerk Hamm Block 10,Trianel GKW Hamm-Uentrop 10,2016,671171.000
11WD7KWHU1GBL10E,BNA0410,Trianel Gaskraftwerk Hamm Block 10,Trianel GKW Hamm-Uentrop 10,2017,576595.000
11WD7KWHU1GBL10E,BNA0410,Trianel Gaskraftwerk Hamm Block 10,Trianel GKW Hamm-Uentrop 10,2018,428298.000
11WD7KWHU1GBL10E,BNA0410,Trianel Gaskraftwerk Hamm Block 10,Trianel GKW Hamm-Uentrop 10,2019,870270.000
11WD7KWHU1GBL10E,BNA0410,Trianel Gaskraftwerk Hamm Block 10,Trianel GKW Hamm-Uentrop 10,2020,1252058.000
11WD7KWHU1GBL10E,BNA0410,Trianel Gaskraftwerk Hamm Block 10,Trianel GKW Hamm-Uentrop 10,2021,661713.000
11WD7KWHU1GBL10E,BNA0410,Trianel Gaskraftwerk Hamm Block 10,Trianel GKW Hamm-Uentrop 10,2022,845419.000
11WD7KWHU1GBL20B,BNA0411,Trianel Gaskraftwerk Hamm Block 20,Trianel GKW Hamm-Uentrop 20,2016,603679.000
11WD7KWHU1GBL20B,BNA0411,Trianel Gaskraftwerk Hamm Block 20,Trianel GKW Hamm-Uentrop 20,2017,579320.000
11WD7KWHU1GBL20B,BNA0411,Trianel Gaskraftwerk Hamm Block 20,Trianel GKW Hamm-Uentrop 20,2018,456536.000
11WD7KWHU1GBL20B,BNA0411,Trianel Gaskraftwerk Hamm Block 20,Trianel GKW Hamm-Uentrop 20,2019,883440.000
11WD7KWHU1GBL20B,BNA0411,Trianel Gaskraftwerk Hamm Block 20,Trianel GKW Hamm-Uentrop 20,2020,1203724.000
11WD7KWHU1GBL20B,BNA0411,Trianel Gaskraftwerk Hamm Block 20,Trianel GKW Hamm-Uentrop 20,2021,744041.000
11WD7KWHU1GBL20B,BNA0411,Trianel Gaskraftwerk Hamm Block 20,Trianel GKW Hamm-Uentrop 20,2022,511755.000
11WD7STUM1SBL10G,BNA1508,Trianel Kohlekraftwerk Lünen,Trianel KKW Luenen 1,2016,3964960.000
11WD7STUM1SBL10G,BNA1508,Trianel Kohlekraftwerk Lünen,Trianel KKW Luenen 1,2017,3283987.000
11WD7STUM1SBL10G,BNA1508,Trianel Kohlekraftwerk Lünen,Trianel KKW Luenen 1,2018,4018796.000
11WD7STUM1SBL10G,BNA1508,Trianel Kohlekraftwerk Lünen,Trianel KKW Luenen 1,2019,3343561.000
11WD7STUM1SBL10G,BNA1508,Trianel Kohlekraftwerk Lünen,Trianel KKW Luenen 1,2020,1637333.000
11WD7STUM1SBL10G,BNA1508,Trianel Kohlekraftwerk Lünen,Trianel KKW Luenen 1,2021,3832813.000
11WD7STUM1SBL10G,BNA1508,Trianel Kohlekraftwerk Lünen,Trianel KKW Luenen 1,2022,3830324.000
11WD7VOLK5S-HKVM,BNA0999,Fenne HKV,Voelklingen-Fenne HKV,2016,666026.231
11WD7VOLK5S-HKVM,BNA0999,Fenne HKV,Voelklingen-Fenne HKV,2017,618058.000
11WD7VOLK5S-HKVM,BNA0999,Fenne HKV,Voelklingen-Fenne HKV,2018,562011.000
11WD7VOLK5S-HKVM,BNA0999,Fenne HKV,Voelklingen-Fenne HKV,2019,297456.000
11WD7VOLK5S-HKVM,BNA0999,Fenne HKV,Voelklingen-Fenne HKV,2020,343147.000
11WD7VOLK5S-HKVM,BNA0999,Fenne HKV,Voelklingen-Fenne HKV,2021,331367.000
11WD7VOLK5S-HKVM,BNA0999,Fenne HKV,Voelklingen-Fenne HKV,2022,581239.000
11WD7VOLK5S-MKV2,BNA0998,Fenne MKV,Voelklingen-Fenne MKV,2016,513808.545
11WD7VOLK5S-MKV2,BNA0998,Fenne MKV,Voelklingen-Fenne MKV,2017,344419.000
11WD7VOLK5S-MKV2,BNA0998,Fenne MKV,Voelklingen-Fenne MKV,2018,336705.000
11WD7VOLK5S-MKV2,BNA0998,Fenne MKV,Voelklingen-Fenne MKV,2019,206073.000
11WD7VOLK5S-MKV2,BNA0998,Fenne MKV,Voelklingen-Fenne MKV,2020,129314.000
11WD7VOLK5S-MKV2,BNA0998,Fenne MKV,Voelklingen-Fenne MKV,2021,304729.000
11WD7VOLK5S-MKV2,BNA0998,Fenne MKV,Voelklingen-Fenne MKV,2022,449355.000
11WD8WED15C---1M,BNA0404,HKW Wedel Block 1,Wedel 1,2016,616492.000
11WD8WED15C---1M,BNA0404,HKW Wedel Block 1,Wedel 1,2017,580676.000
11WD8WED15C---1M,BNA0404,HKW Wedel Block 1,Wedel 1,2018,387192.000
11WD8WED15C---1M,BNA0404,HKW Wedel Block 1,Wedel 1,2019,88635.000
11WD8WED15C---1M,BNA0404,HKW Wedel Block 1,Wedel 1,2020,0.000
11WD8WED15C---1M,BNA0404,HKW Wedel Block 1,Wedel 1,2021,283657.000
11WD8WED15C---1M,BNA0404,HKW Wedel Block 1,Wedel 1,2022,567825.000
11WD8WED15C---2K,BNA0403,HKW Wedel Block 2,Wedel 2,2016,522239.000
11WD8WED15C---2K,BNA0403,HKW Wedel Block 2,Wedel 2,2017,332991.000
11WD8WED15C---2K,BNA0403,HKW Wedel Block 2,Wedel 2,2018,516263.000
11WD8WED15C---2K,BNA0403,HKW Wedel Block 2,Wedel 2,2019,188410.000
11WD8WED15C---2K,BNA0403,HKW Wedel Block 2,Wedel 2,2020,0.000
11WD8WED15C---2K,BNA0403,HKW Wedel Block 2,Wedel 2,2021,280212.000
11WD8WED15C---2K,BNA0403,HKW Wedel Block 2,Wedel 2,2022,475567.000
11WD7WEIH2S--C-A,BNA0820,Weiher 3,Weiher C,2016,1188773.041
11WD7WEIH2S--C-A,BNA0820,Weiher 3,Weiher C,2017,411538.000
11WD7WEIH2S--C-A,BNA0820,Weiher 3,Weiher C,2018,17208.000
11WD7WEIH2S--C-A,BNA0820,Weiher 3,Weiher C,2019,37646.000
11WD7WEIH2S--C-A,BNA0820,Weiher 3,Weiher C,2020,63099.000
11WD7WEIH2S--C-A,BNA0820,Weiher 3,Weiher C,2021,74852.000
11WD7WEIH2S--C-A,BNA0820,Weiher 3,Weiher C,2022,328566.000
11WD7WEIS1B--G-J,BNA1027,Weißweiler G,Weisweiler G,2016,4766205.000
11WD7WEIS1B--G-J,BNA1027,Weißweiler G,Weisweiler G,2017,5027342.000
11WD7WEIS1B--G-J,BNA1027,Weißweiler G,Weisweiler G,2018,4642166.000
11WD7WEIS1B--G-J,BNA1027,Weißweiler G,Weisweiler G,2019,3146897.000
11WD7WEIS1B--G-J,BNA1027,Weißweiler G,Weisweiler G,2020,2812013.000
11WD7WEIS1B--G-J,BNA1027,Weißweiler G,Weisweiler G,2021,4090615.000
11WD7WEIS1B--G-J,BNA1027,Weißweiler G,Weisweiler G,2022,4862932.000
11WD7WEIS1B--H-G,BNA1028,Weißweiler H,Weisweiler H,2016,4424628.000
11WD7WEIS1B--H-G,BNA1028,Weißweiler H,Weisweiler H,2017,5371104.000
11WD7WEIS1B--H-G,BNA1028,Weißweiler H,Weisweiler H,2018,3789338.000
11WD7WEIS1B--H-G,BNA1028,Weißweiler H,Weisweiler H,2019,4342599.000
11WD7WEIS1B--H-G,BNA1028,Weißweiler H,Weisweiler H,2020,3777544.000
11WD7WEIS1B--H-G,BNA1028,Weißweiler H,Weisweiler H,2021,3376234.000
11WD7WEIS1B--H-G,BNA1028,Weißweiler H,Weisweiler H,2022,4760974.000
11WD7WEIS1B--F-M,BNA1026,Weißweiler F,Weisweiler F,2016,1909963.000
11WD7WEIS1B--F-M,BNA1026,Weißweiler F,Weisweiler F,2017,2635057.000
11WD7WEIS1B--F-M,BNA1026,Weißweiler F,Weisweiler F,2018,2310208.000
11WD7WEIS1B--F-M,BNA1026,Weißweiler F,Weisweiler F,2019,1107702.000
11WD7WEIS1B--F-M,BNA1026,Weißweiler F,Weisweiler F,2020,1198394.000
11WD7WEIS1B--F-M,BNA1026,Weißweiler F,Weisweiler F,2021,2010008.000
11WD7WEIS1B--F-M,BNA1026,Weißweiler F,Weisweiler F,2022,2303469.000
11WD7WEIS5B--E-Y,BNA1025,Weißweiler E,Weisweiler E,2016,2227671.000
11WD7WEIS5B--E-Y,BNA1025,Weißweiler E,Weisweiler E,2017,2159287.000
11WD7WEIS5B--E-Y,BNA1025,Weißweiler E,Weisweiler E,2018,2407106.000
11WD7WEIS5B--E-Y,BNA1025,Weißweiler E,Weisweiler E,2019,1857689.000
11WD7WEIS5B--E-Y,BNA1025,Weißweiler E,Weisweiler E,2020,1187705.000
11WD7WEIS5B--E-Y,BNA1025,Weißweiler E,Weisweiler E,2021,1882309.000
11WD7WEIS5B--E-Y,BNA1025,Weißweiler E,Weisweiler E,2022,0.000
11WD7WEIS5GVGTGU,BNA1023,Weißweiler G VGT,Weisweiler G-VGT,2016,0.000
11WD7WEIS5GVGTGU,BNA1023,Weißweiler G VGT,Weisweiler G-VGT,2017,17396.000
11WD7WEIS5GVGTGU,BNA1023,Weißweiler G VGT,Weisweiler G-VGT,2018,40403.000
11WD7WEIS5GVGTGU,BNA1023,Weißweiler G VGT,Weisweiler G-VGT,2019,89526.000
11WD7WEIS5GVGTGU,BNA1023,Weißweiler G VGT,Weisweiler G-VGT,2020,335919.000
11WD7WEIS5GVGTGU,BNA1023,Weißweiler G VGT,Weisweiler G-VGT,2021,103991.000
11WD7WEIS5GVGTGU,BNA1023,Weißweiler G VGT,Weisweiler G-VGT,2022,88491.000
11WD7WEIS5GVGTHS,BNA1024,Weißweiler H VGT,Weisweiler H-VGT,2016,0.000
11WD7WEIS5GVGTHS,BNA1024,Weißweiler H VGT,Weisweiler H-VGT,2017,16436.000
11WD7WEIS5GVGTHS,BNA1024,Weißweiler H VGT,Weisweiler H-VGT,2018,26890.000
11WD7WEIS5GVGTHS,BNA1024,Weißweiler H VGT,Weisweiler H-VGT,2019,148003.000
11WD7WEIS5GVGTHS,BNA1024,Weißweiler H VGT,Weisweiler H-VGT,2020,430869.000
11WD7WEIS5GVGTHS,BNA1024,Weißweiler H VGT,Weisweiler H-VGT,2021,56131.000
11WD7WEIS5GVGTHS,BNA1024,Weißweiler H VGT,Weisweiler H-VGT,2022,95941.000
11WD7WEST5S--C-P,BNA0413b,Westfalen,Westfalen C,2016,235033.000
11WD7WEST5S--C-P,BNA0413b,Westfalen,Westfalen C,2017,0.000
11WD7WEST5S--C-P,BNA0413b,Westfalen,Westfalen C,2018,0.000
11WD7WEST5S--C-P,BNA0413b,Westfalen,Westfalen C,2019,0.000
11WD7WEST5S--C-P,BNA0413b,Westfalen,Westfalen C,2020,0.000
11WD7WEST5S--C-P,BNA0413b,Westfalen,Westfalen C,2021,0.000
11WD7WEST5S--C-P,BNA0413b,Westfalen,Westfalen C,2022,0.000
11WD7WSFN1S--E-Z,BNA0413c,Westfalen E,Westfalen E,2016,3573774.000
11WD7WSFN1S--E-Z,BNA0413c,Westfalen E,Westfalen E,2017,3445223.000
11WD7WSFN1S--E-Z,BNA0413c,Westfalen E,Westfalen E,2018,3856196.000
11WD7WSFN1S--E-Z,BNA0413c,Westfalen E,Westfalen E,2019,2207103.000
11WD7WSFN1S--E-Z,BNA0413c,Westfalen E,Westfalen E,2020,1715558.000
11WD7WSFN1S--E-Z,BNA0413c,Westfalen E,Westfalen E,2021,119385.000
11WD7WSFN1S--E-Z,BNA0413c,Westfalen E,Westfalen E,2022,0.000
11WD2ZOL50001274,BNA1093,Kraftwerk Zolling,Zolling-Leininger 5,2016,1892349.000
11WD2ZOL50001274,BNA1093,Kraftwerk Zolling,Zolling-Leininger 5,2017,1755619.000
11WD2ZOL50001274,BNA1093,Kraftwerk Zolling,Zolling-Leininger 5,2018,1444906.000
11WD2ZOL50001274,BNA1093,Kraftwerk Zolling,Zolling-Leininger 5,2019,1047310.000
11WD2ZOL50001274,BNA1093,Kraftwerk Zolling,Zolling-Leininger 5,2020,931434.000
11WD2ZOL50001274,BNA1093,Kraftwerk Zolling,Zolling-Leininger 5,2021,1621570.000
11WD2ZOL50001274,BNA1093,Kraftwerk Zolling,Zolling-Leininger 5,2022,1613056.000
11WD8MITT5GGUD-8,BNA0073,HKW Mitte,Mitte GuD,2016,
11WD8MITT5GGUD-8,BNA0073,HKW Mitte,Mitte GuD,2017,
11WD8MITT5GGUD-8,BNA0073,HKW Mitte,Mitte GuD,2018,
11WD8MITT5GGUD-8,BNA0073,HKW Mitte,Mitte GuD,2019,
11WD8MITT5GGUD-8,BNA0073,HKW Mitte,Mitte GuD,2020,
11WD8MITT5GGUD-8,BNA0073,HKW Mitte,Mitte GuD,2021,
11WD8MITT5GGUD-8,BNA0073,HKW Mitte,Mitte GuD,2022,
