ETS-ID,Year,City,Name,Fueltype,Generation elec. [MWh_el],Capacity factor,Emissions (total) [t],Emission factor w.o. Heat Seperation [t/MWh_el]
662,2018,Ludwigshafen,Mitte,NG,2919579.000,0.809,23.000,0.000
662,2019,Ludwigshafen,Mitte,NG,2758408.000,0.764,66989.000,0.024
662,2020,Ludwigshafen,Mitte,NG,2812834.000,0.779,58638.000,0.021
662,2021,Ludwigshafen,Mitte,NG,2954330.000,0.819,2532.000,0.001
662,2022,Ludwigshafen,Mitte,NG,2387659.000,0.662,0.000,
1484,2016,Ludwigshafen,Sued,NG,1980968.000,0.655,1319882.000,0.666
1484,2017,Ludwigshafen,Sued,NG,2554384.000,0.845,1367311.000,0.535
1484,2018,Ludwigshafen,Sued,NG,2264108.000,0.749,1202453.000,0.531
1484,2019,Ludwigshafen,Sued,NG,2284452.000,0.756,1212205.000,0.531
1484,2020,Ludwigshafen,Sued,NG,2159514.000,0.715,1204757.000,0.558
1484,2021,Ludwigshafen,Sued,NG,2532712.000,0.838,1442015.000,0.569
1484,2022,Ludwigshafen,Sued,NG,1619756.000,0.536,940698.000,0.581
852,2016,Bexbach,Bexbach,hard coal,1794053.355,0.282,1843866.000,1.028
852,2017,Bexbach,Bexbach,hard coal,530052.567,0.083,508496.000,0.959
852,2018,Bexbach,Bexbach,hard coal,31504.000,0.005,37768.000,1.199
852,2019,Bexbach,Bexbach,hard coal,58183.000,0.009,79358.000,1.364
852,2020,Bexbach,Bexbach,hard coal,138061.000,0.022,167776.000,1.215
852,2021,Bexbach,Bexbach,hard coal,227437.000,0.036,263604.000,1.159
852,2022,Bexbach,Bexbach,hard coal,727205.000,0.114,774976.000,1.066
1238,2016,Bremen,Hafen,hard coal,1542451.000,0.587,1477173.000,0.958
1238,2017,Bremen,Hafen,hard coal,1679459.000,0.639,1520633.000,0.905
1238,2018,Bremen,Hafen,hard coal,1252723.000,0.477,1192614.000,0.952
1238,2019,Bremen,Hafen,hard coal,1264283.000,0.481,1250947.000,0.989
1238,2020,Bremen,Hafen,hard coal,113365.000,0.043,83366.000,0.735
1238,2021,Bremen,Hafen,hard coal,0.000,0.000,0.000,
1238,2022,Bremen,Hafen,hard coal,0.000,0.000,0.000,
839,2016,Ensdorf,Ensdorf,hard coal,,,63526.000,
839,2017,Ensdorf,Ensdorf,hard coal,,,46654.000,
839,2018,Ensdorf,Ensdorf,hard coal,,,0.000,
839,2019,Ensdorf,Ensdorf,hard coal,,,0.000,
839,2020,Ensdorf,Ensdorf,hard coal,,,0.000,
839,2021,Ensdorf,Ensdorf,hard coal,,,,
839,2022,Ensdorf,Ensdorf,hard coal,,,,
838,2016,Ensdorf,Ensdorf,hard coal,,,1078644.000,
838,2017,Ensdorf,Ensdorf,hard coal,,,1043338.000,
838,2018,Ensdorf,Ensdorf,hard coal,,,0.000,
838,2019,Ensdorf,Ensdorf,hard coal,,,0.000,
838,2020,Ensdorf,Ensdorf,hard coal,,,0.000,
838,2021,Ensdorf,Ensdorf,hard coal,,,,
838,2022,Ensdorf,Ensdorf,hard coal,,,,
999,2016,Bremen,Farge,hard coal,1112507.000,0.363,961333.000,0.864
999,2017,Bremen,Farge,hard coal,1460029.000,0.476,1259810.000,0.863
999,2018,Bremen,Farge,hard coal,1374123.000,0.448,1176893.000,0.856
999,2019,Bremen,Farge,hard coal,600075.000,0.196,542513.000,0.904
999,2020,Bremen,Farge,hard coal,391132.000,0.128,353086.000,0.903
999,2021,Bremen,Farge,hard coal,971534.000,0.317,879703.000,0.905
999,2022,Bremen,Farge,hard coal,1360623.000,0.444,1222480.000,0.898
1253,2016,Bremen,Hastedt,hard coal,706342.000,0.678,737797.000,1.045
1253,2017,Bremen,Hastedt,hard coal,786206.000,0.754,774343.000,0.985
1253,2018,Bremen,Hastedt,hard coal,694059.000,0.666,702955.000,1.013
1253,2019,Bremen,Hastedt,hard coal,715912.000,0.687,732012.000,1.022
1253,2020,Bremen,Hastedt,hard coal,575460.000,0.552,666521.000,1.158
1253,2021,Bremen,Hastedt,hard coal,598004.000,0.574,696256.000,1.164
1253,2022,Bremen,Hastedt,hard coal,681203.000,0.653,719066.000,1.056
1312,2016,Herne,Herne,hard coal,1600813.421,0.397,2173726.000,1.358
1312,2017,Herne,Herne,hard coal,1329850.000,0.330,1531134.000,1.151
1312,2018,Herne,Herne,hard coal,1245800.000,0.309,1311527.000,1.053
1312,2019,Herne,Herne,hard coal,1005968.000,0.250,1132980.000,1.126
1312,2020,Herne,Herne,hard coal,730048.000,0.181,851369.000,1.166
1312,2021,Herne,Herne,hard coal,1148183.000,0.285,1250147.000,1.089
1312,2022,Herne,Herne,hard coal,1549229.000,0.384,1658165.000,1.070
1447,2016,Grossmehring,Ingolstadt,heavy fuel oil,35255.000,0.005,41858.000,1.187
1447,2017,Grossmehring,Ingolstadt,heavy fuel oil,24431.000,0.004,35940.000,1.471
1447,2018,Grossmehring,Ingolstadt,heavy fuel oil,7367.000,0.001,18694.000,2.538
1447,2019,Grossmehring,Ingolstadt,heavy fuel oil,15109.000,0.002,25532.000,1.690
1447,2020,Grossmehring,Ingolstadt,heavy fuel oil,3824.000,0.001,13624.000,3.563
1447,2021,Grossmehring,Ingolstadt,heavy fuel oil,13613.000,0.002,27286.000,2.004
1447,2022,Grossmehring,Ingolstadt,heavy fuel oil,0.000,0.000,42018.000,
1456,2016,Peitz,Jaenschwalde,lignite,19949822.000,0.760,23756337.000,1.191
1456,2017,Peitz,Jaenschwalde,lignite,19622145.000,0.747,23626776.000,1.204
1456,2018,Peitz,Jaenschwalde,lignite,18912611.000,0.720,22807073.000,1.206
1456,2019,Peitz,Jaenschwalde,lignite,15104717.000,0.575,17613703.000,1.166
1456,2020,Peitz,Jaenschwalde,lignite,11685674.000,0.445,13649542.000,1.168
1456,2021,Peitz,Jaenschwalde,lignite,12950013.000,0.493,15183517.000,1.172
1456,2022,Peitz,Jaenschwalde,lignite,12506408.000,0.476,15312823.000,1.224
1064,2016,Mainz,Mainz-Wiesbaden,NG,1538012.661,0.224,652344.000,0.424
1064,2017,Mainz,Mainz-Wiesbaden,NG,1686259.000,0.245,633929.000,0.376
1064,2018,Mainz,Mainz-Wiesbaden,NG,1172314.000,0.170,427894.000,0.365
1064,2019,Mainz,Mainz-Wiesbaden,NG,1978930.000,0.288,735937.000,0.372
1064,2020,Mainz,Mainz-Wiesbaden,NG,2124117.000,0.309,877892.000,0.413
1064,2021,Mainz,Mainz-Wiesbaden,NG,1213444.000,0.176,503417.000,0.415
1064,2022,Mainz,Mainz-Wiesbaden,NG,1460862.000,0.212,610629.000,0.418
1228,2016,Bremen,Mittelsbueren,BFG,1074012.000,0.697,2845273.000,2.649
1228,2017,Bremen,Mittelsbueren,BFG,856763.000,0.556,2322631.000,2.711
1228,2018,Bremen,Mittelsbueren,BFG,932359.000,0.605,2481393.000,2.661
1228,2019,Bremen,Mittelsbueren,BFG,949545.000,0.616,2463056.000,2.594
1228,2020,Bremen,Mittelsbueren,BFG,621071.000,0.403,1751452.000,2.820
1228,2021,Bremen,Mittelsbueren,BFG,902825.000,0.586,2519316.000,2.790
1228,2022,Bremen,Mittelsbueren,BFG,929126.000,0.603,2473406.000,2.662
1318,2016,Voerde,Voerde,hard coal,4348854.000,0.357,4487789.000,1.032
1318,2017,Voerde,Voerde,hard coal,1140029.000,0.094,1045825.000,0.917
1318,2018,Voerde,Voerde,hard coal,0.000,0.000,0.000,
1318,2019,Voerde,Voerde,hard coal,0.000,0.000,0.000,
1318,2020,Voerde,Voerde,hard coal,0.000,0.000,0.000,
1318,2021,Voerde,Voerde,hard coal,0.000,0.000,0.000,
1318,2022,Voerde,Voerde,hard coal,0.000,0.000,0.000,
1464,2016,Walheim,Walheim,light fuel oil,17861.000,0.015,57170.000,3.201
1464,2017,Walheim,Walheim,light fuel oil,30564.000,0.026,74782.000,2.447
1464,2018,Walheim,Walheim,light fuel oil,23211.000,0.019,46228.000,1.992
1464,2019,Walheim,Walheim,light fuel oil,15808.000,0.013,39929.000,2.526
1464,2020,Walheim,Walheim,light fuel oil,15315.000,0.013,42988.000,2.807
1464,2021,Walheim,Walheim,light fuel oil,32512.000,0.027,77821.000,2.394
1464,2022,Walheim,Walheim,light fuel oil,30997.000,0.026,144413.000,4.659
1317,2016,Duisburg,Walsum,hard coal,4784199.752,0.499,4796896.000,1.003
1317,2017,Duisburg,Walsum,hard coal,3428710.000,0.357,3125023.000,0.911
1317,2018,Duisburg,Walsum,hard coal,3641401.000,0.380,3321056.000,0.912
1317,2019,Duisburg,Walsum,hard coal,3328461.000,0.347,3087344.000,0.928
1317,2020,Duisburg,Walsum,hard coal,2081179.000,0.217,2062745.000,0.991
1317,2021,Duisburg,Walsum,hard coal,2387363.000,0.249,2085544.000,0.874
1317,2022,Duisburg,Walsum,hard coal,3198345.000,0.333,2775858.000,0.868
205778,2016,Wilhelmshaven,Wilhelmshaven (ENGIE),hard coal,1344793.000,0.211,1069696.000,0.795
205778,2017,Wilhelmshaven,Wilhelmshaven (ENGIE),hard coal,2723961.000,0.428,2114040.000,0.776
205778,2018,Wilhelmshaven,Wilhelmshaven (ENGIE),hard coal,158483.000,0.025,1938111.000,12.229
205778,2019,Wilhelmshaven,Wilhelmshaven (ENGIE),hard coal,0.000,0.000,1398848.000,
205778,2020,Wilhelmshaven,Wilhelmshaven (ENGIE),hard coal,0.000,0.000,553554.000,
205778,2021,Wilhelmshaven,Wilhelmshaven (ENGIE),hard coal,0.000,0.000,1920025.000,
205778,2022,Wilhelmshaven,Wilhelmshaven (ENGIE),hard coal,0.000,0.000,1686872.000,
1384,2016,Hannover,Herrenhausen,NG,10444.000,0.012,15847.000,1.517
1384,2017,Hannover,Herrenhausen,NG,2191.000,0.003,20091.000,9.170
1384,2018,Hannover,Herrenhausen,NG,6148.000,0.007,24981.000,4.063
1384,2019,Hannover,Herrenhausen,NG,3542.000,0.004,18342.000,5.178
1384,2020,Hannover,Herrenhausen,NG,0.000,0.000,14829.000,
1384,2021,Hannover,Herrenhausen,NG,888.000,0.001,12439.000,14.008
1384,2022,Hannover,Herrenhausen,NG,194.000,0.000,2661.000,13.716
939,2016,Mehrum,Mehrum,hard coal,1988710.000,0.329,1757403.000,0.884
939,2017,Mehrum,Mehrum,hard coal,2187603.000,0.362,1929983.000,0.882
939,2018,Mehrum,Mehrum,hard coal,2607831.000,0.431,2319751.000,0.890
939,2019,Mehrum,Mehrum,hard coal,760756.000,0.126,710340.000,0.934
939,2020,Mehrum,Mehrum,hard coal,919152.000,0.152,835712.000,0.909
939,2021,Mehrum,Mehrum,hard coal,1016963.844,0.168,875157.000,0.861
939,2022,Mehrum,Mehrum,hard coal,1058804.000,0.175,1002356.000,0.947
209842,2016,Berlin,Lichterfelde,NG,312606.000,0.061,31343.000,0.100
209842,2017,Berlin,Lichterfelde,NG,338359.000,0.066,88666.000,0.262
209842,2018,Berlin,Lichterfelde,NG,222616.000,0.043,236519.000,1.062
209842,2019,Berlin,Lichterfelde,NG,0.000,0.000,365578.000,
209842,2020,Berlin,Lichterfelde,NG,0.000,0.000,410959.000,
209842,2021,Berlin,Lichterfelde,NG,0.000,0.000,579432.000,
209842,2022,Berlin,Lichterfelde,NG,0.000,0.000,514106.000,
741,2016,Muenchen,Nord,hard coal,1561921.000,0.535,1827049.000,1.170
741,2017,Muenchen,Nord,hard coal,1408925.000,0.483,1701489.000,1.208
741,2018,Muenchen,Nord,hard coal,1109204.000,0.380,1346205.000,1.214
741,2019,Muenchen,Nord,hard coal,1118207.000,0.383,1462508.000,1.308
741,2020,Muenchen,Nord,hard coal,597897.000,0.205,881022.000,1.474
741,2021,Muenchen,Nord,hard coal,656671.000,0.225,971094.000,1.479
741,2022,Muenchen,Nord,hard coal,872167.000,0.299,1194901.000,1.370
206180,2016,Hamburg,Moorburg,hard coal,6795925.000,0.485,5547941.000,0.816
206180,2017,Hamburg,Moorburg,hard coal,7612709.000,0.543,6157810.000,0.809
206180,2018,Hamburg,Moorburg,hard coal,7746220.000,0.553,6247591.000,0.807
206180,2019,Hamburg,Moorburg,hard coal,5822113.000,0.415,4740368.000,0.814
206180,2020,Hamburg,Moorburg,hard coal,1944587.000,0.139,1551695.000,0.798
206180,2021,Hamburg,Moorburg,hard coal,73001.000,0.005,90511.000,1.240
206180,2022,Hamburg,Moorburg,hard coal,0.000,0.000,7065.000,
1606,2016,Grevenbroich-Neurath,Neurath,lignite,25472064.000,0.690,31321639.000,1.230
1606,2017,Grevenbroich-Neurath,Neurath,lignite,27113409.000,0.735,29900372.000,1.103
1606,2018,Grevenbroich-Neurath,Neurath,lignite,29467344.000,0.799,32156311.000,1.091
1606,2019,Grevenbroich-Neurath,Neurath,lignite,20842499.000,0.565,22596980.000,1.084
1606,2020,Grevenbroich-Neurath,Neurath,lignite,17222434.000,0.467,18671292.000,1.084
1606,2021,Grevenbroich-Neurath,Neurath,lignite,20017999.000,0.543,22075757.000,1.103
1606,2022,Grevenbroich-Neurath,Neurath,lignite,22328755.000,0.605,24223327.000,1.085
1649,2016,Bergheim,Niederaussem,lignite,18931449.000,0.636,24831148.000,1.312
1649,2017,Bergheim,Niederaussem,lignite,23561920.000,0.792,27173752.000,1.153
1649,2018,Bergheim,Niederaussem,lignite,22517392.000,0.756,25926554.000,1.151
1649,2019,Bergheim,Niederaussem,lignite,16221573.000,0.545,18425447.000,1.136
1649,2020,Bergheim,Niederaussem,lignite,10183283.000,0.342,11877613.000,1.166
1649,2021,Bergheim,Niederaussem,lignite,14407540.000,0.484,16105086.000,1.118
1649,2022,Bergheim,Niederaussem,lignite,15149512.000,0.509,16995539.000,1.122
1181,2016,Berlin,HKW Reuter,hard coal,354331.000,0.326,414886.000,1.171
1181,2017,Berlin,HKW Reuter,hard coal,382769.000,0.352,450537.000,1.177
1181,2018,Berlin,HKW Reuter,hard coal,203223.000,0.187,216722.000,1.066
1181,2019,Berlin,HKW Reuter,hard coal,0.000,0.000,0.000,
1181,2020,Berlin,HKW Reuter,hard coal,0.000,0.000,6111.000,
1181,2021,Berlin,HKW Reuter,hard coal,0.000,0.000,32820.000,
1181,2022,Berlin,HKW Reuter,hard coal,0.000,0.000,53519.000,
1179,2016,Berlin,HKW Reuter-West,hard coal,2355713.000,0.477,2531294.000,1.075
1179,2017,Berlin,HKW Reuter-West,hard coal,2258683.000,0.457,2491619.000,1.103
1179,2018,Berlin,HKW Reuter-West,hard coal,2010171.000,0.407,2151083.000,1.070
1179,2019,Berlin,HKW Reuter-West,hard coal,1369572.000,0.277,1577107.000,1.152
1179,2020,Berlin,HKW Reuter-West,hard coal,1402755.000,0.284,1608847.000,1.147
1179,2021,Berlin,HKW Reuter-West,hard coal,1308803.000,0.265,1564208.000,1.195
1179,2022,Berlin,HKW Reuter-West,hard coal,1360448.000,0.275,1637895.000,1.204
1457,2016,Karlsruhe,Rheinhafen-Dampfkraftwerk,mixed,3430854.000,0.230,2985790.000,0.870
1457,2017,Karlsruhe,Rheinhafen-Dampfkraftwerk,mixed,4830828.000,0.324,3841547.000,0.795
1457,2018,Karlsruhe,Rheinhafen-Dampfkraftwerk,mixed,4636871.000,0.311,3702300.000,0.798
1457,2019,Karlsruhe,Rheinhafen-Dampfkraftwerk,mixed,3285503.000,0.221,2607039.000,0.793
1457,2020,Karlsruhe,Rheinhafen-Dampfkraftwerk,mixed,2502985.000,0.168,2133670.000,0.852
1457,2021,Karlsruhe,Rheinhafen-Dampfkraftwerk,mixed,4938494.000,0.332,4156873.000,0.842
1457,2022,Karlsruhe,Rheinhafen-Dampfkraftwerk,mixed,5556132.000,0.373,4764061.000,0.857
1376,2016,Schkopau,Schkopau,lignite,4270956.000,0.542,5132962.000,1.202
1376,2017,Schkopau,Schkopau,lignite,4314242.000,0.547,5502113.000,1.275
1376,2018,Schkopau,Schkopau,lignite,4905241.000,0.622,6058441.000,1.235
1376,2019,Schkopau,Schkopau,lignite,2904302.000,0.368,3773318.000,1.299
1376,2020,Schkopau,Schkopau,lignite,2083361.000,0.264,2970535.000,1.426
1376,2021,Schkopau,Schkopau,lignite,3265894.000,0.414,4409079.000,1.350
1376,2022,Schkopau,Schkopau,lignite,3184921.000,0.404,4387507.000,1.378
1205,2016,Gelsenkirchen,Scholven,hard coal,2886426.000,0.478,4242313.000,1.470
1205,2017,Gelsenkirchen,Scholven,hard coal,3224370.000,0.533,4300742.000,1.334
1205,2018,Gelsenkirchen,Scholven,hard coal,3113297.000,0.515,4279504.000,1.375
1205,2019,Gelsenkirchen,Scholven,hard coal,2862798.000,0.474,4063828.000,1.420
1205,2020,Gelsenkirchen,Scholven,hard coal,2257705.000,0.374,3448243.000,1.527
1205,2021,Gelsenkirchen,Scholven,hard coal,1899524.000,0.314,3090611.000,1.627
1205,2022,Gelsenkirchen,Scholven,hard coal,1937659.000,0.321,3114331.000,1.607
1459,2016,Spremberg,Schwarze Pumpe,lignite,10907730.000,0.825,12199320.000,1.118
1459,2017,Spremberg,Schwarze Pumpe,lignite,10096315.000,0.763,11386251.000,1.128
1459,2018,Spremberg,Schwarze Pumpe,lignite,11031624.000,0.834,12374048.000,1.122
1459,2019,Spremberg,Schwarze Pumpe,lignite,9346763.000,0.707,10478943.000,1.121
1459,2020,Spremberg,Schwarze Pumpe,lignite,9052340.000,0.684,10285717.000,1.136
1459,2021,Spremberg,Schwarze Pumpe,lignite,10372158.000,0.784,11834111.000,1.141
1459,2022,Spremberg,Schwarze Pumpe,lignite,8094773.000,0.612,9570636.000,1.182
1876,2016,Grosskotzenburg,Staudinger,hard coal,2800953.000,0.282,2427352.000,0.867
1876,2017,Grosskotzenburg,Staudinger,hard coal,2189196.000,0.221,1889339.000,0.863
1876,2018,Grosskotzenburg,Staudinger,hard coal,1838748.000,0.185,1583274.000,0.861
1876,2019,Grosskotzenburg,Staudinger,hard coal,1291073.000,0.130,1151748.000,0.892
1876,2020,Grosskotzenburg,Staudinger,hard coal,1036335.000,0.105,924225.000,0.892
1876,2021,Grosskotzenburg,Staudinger,hard coal,1126562.000,0.114,1012282.000,0.899
1876,2022,Grosskotzenburg,Staudinger,hard coal,2320683.000,0.234,2094305.000,0.902
951,2016,Hamburg,Tiefstack,mixed,1306818.000,0.472,1296112.000,0.992
951,2017,Hamburg,Tiefstack,mixed,1251055.000,0.452,1213337.000,0.970
951,2018,Hamburg,Tiefstack,mixed,936535.000,0.338,1174604.000,1.254
951,2019,Hamburg,Tiefstack,mixed,791077.000,0.286,1069564.000,1.352
951,2020,Hamburg,Tiefstack,mixed,798248.000,0.288,1115818.000,1.398
951,2021,Hamburg,Tiefstack,mixed,842350.000,0.304,1122807.000,1.333
951,2022,Hamburg,Tiefstack,mixed,952636.000,0.344,1213015.000,1.273
2195,2016,Hamm,Trianel GKW Hamm-Uentrop,NG,1274850.000,0.171,525549.000,0.412
2195,2017,Hamm,Trianel GKW Hamm-Uentrop,NG,1155915.000,0.155,433954.000,0.375
2195,2018,Hamm,Trianel GKW Hamm-Uentrop,NG,884834.000,0.119,331652.000,0.375
2195,2019,Hamm,Trianel GKW Hamm-Uentrop,NG,1753710.000,0.236,640476.000,0.365
2195,2020,Hamm,Trianel GKW Hamm-Uentrop,NG,2455782.000,0.330,895498.000,0.365
2195,2021,Hamm,Trianel GKW Hamm-Uentrop,NG,1405754.000,0.189,524952.000,0.373
2195,2022,Hamm,Trianel GKW Hamm-Uentrop,NG,1357174.000,0.182,522250.000,0.385
4166,2016,Luenen,Trianel KKW Luenen,hard coal,3964960.000,0.607,3428828.000,0.865
4166,2017,Luenen,Trianel KKW Luenen,hard coal,3283987.000,0.503,2647439.000,0.806
4166,2018,Luenen,Trianel KKW Luenen,hard coal,4018796.000,0.615,3185740.000,0.793
4166,2019,Luenen,Trianel KKW Luenen,hard coal,3343561.000,0.512,2712497.000,0.811
4166,2020,Luenen,Trianel KKW Luenen,hard coal,1637333.000,0.251,1329736.000,0.812
4166,2021,Luenen,Trianel KKW Luenen,hard coal,3832813.000,0.587,3071500.000,0.801
4166,2022,Luenen,Trianel KKW Luenen,hard coal,3830324.000,0.586,3111145.000,0.812
889,2016,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,666026.231,0.360,870263.000,1.307
889,2017,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,618058.000,0.334,678991.000,1.099
889,2018,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,562011.000,0.304,646315.000,1.150
889,2019,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,297456.000,0.161,377923.000,1.271
889,2020,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,343147.000,0.186,434753.000,1.267
889,2021,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,331367.000,0.179,335026.000,1.011
889,2022,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,581239.000,0.314,584481.000,1.006
851,2016,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,513808.545,0.328,622224.000,1.211
851,2017,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,344419.000,0.220,367193.000,1.066
851,2018,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,336705.000,0.215,367877.000,1.093
851,2019,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,206073.000,0.131,270830.000,1.314
851,2020,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,129314.000,0.082,158047.000,1.222
851,2021,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,304729.000,0.194,311574.000,1.022
851,2022,Voelklingen-Fenne,Voelklingen-Fenne,hard coal,449355.000,0.287,445877.000,0.992
952,2016,Wedel,Wedel,hard coal,1138731.000,0.520,1327551.000,1.166
952,2017,Wedel,Wedel,hard coal,913667.000,0.417,1136524.000,1.244
952,2018,Wedel,Wedel,hard coal,903455.000,0.413,1169353.000,1.294
952,2019,Wedel,Wedel,hard coal,277045.000,0.127,1111507.000,4.012
952,2020,Wedel,Wedel,hard coal,0.000,0.000,1090978.000,
952,2021,Wedel,Wedel,hard coal,563869.000,0.257,1038938.000,1.843
952,2022,Wedel,Wedel,hard coal,1043392.000,0.476,1269477.000,1.217
845,2016,Querschied,Weiher,hard coal,1188773.041,0.207,1355318.000,1.140
845,2017,Querschied,Weiher,hard coal,411538.000,0.072,408420.000,0.992
845,2018,Querschied,Weiher,hard coal,17208.000,0.003,24624.000,1.431
845,2019,Querschied,Weiher,hard coal,37646.000,0.007,47980.000,1.275
845,2020,Querschied,Weiher,hard coal,63099.000,0.011,73995.000,1.173
845,2021,Querschied,Weiher,hard coal,74852.000,0.013,95403.000,1.275
845,2022,Querschied,Weiher,hard coal,328566.000,0.057,329586.000,1.003
1607,2016,Eschweiler-Weisweiler,Weisweiler,mixed,13328467.000,0.644,18745560.000,1.406
1607,2017,Eschweiler-Weisweiler,Weisweiler,mixed,15226622.000,0.736,18945349.000,1.244
1607,2018,Eschweiler-Weisweiler,Weisweiler,mixed,13216111.000,0.638,16786258.000,1.270
1607,2019,Eschweiler-Weisweiler,Weisweiler,mixed,10692416.000,0.517,13297450.000,1.244
1607,2020,Eschweiler-Weisweiler,Weisweiler,mixed,9742444.000,0.471,11473822.000,1.178
1607,2021,Eschweiler-Weisweiler,Weisweiler,mixed,11519288.000,0.556,14490547.000,1.258
1607,2022,Eschweiler-Weisweiler,Weisweiler,mixed,12111807.000,0.585,14926309.000,1.232
1474,2016,Hamm-Uentrop,Westfalen,hard coal,3808807.000,0.429,255272.000,0.067
1474,2017,Hamm-Uentrop,Westfalen,hard coal,3445223.000,0.388,0.000,
1474,2018,Hamm-Uentrop,Westfalen,hard coal,3856196.000,0.434,0.000,
1474,2019,Hamm-Uentrop,Westfalen,hard coal,2207103.000,0.248,0.000,
1474,2020,Hamm-Uentrop,Westfalen,hard coal,1715558.000,0.193,,
1474,2021,Hamm-Uentrop,Westfalen,hard coal,119385.000,0.013,,
1474,2022,Hamm-Uentrop,Westfalen,hard coal,0.000,0.000,0.000,
963,2016,Zolling,Zolling-Leininger,hard coal,1892349.000,0.458,1639527.000,0.866
963,2017,Zolling,Zolling-Leininger,hard coal,1755619.000,0.425,1502946.000,0.856
963,2018,Zolling,Zolling-Leininger,hard coal,1444906.000,0.349,1237777.000,0.857
963,2019,Zolling,Zolling-Leininger,hard coal,1047310.000,0.253,929686.000,0.888
963,2020,Zolling,Zolling-Leininger,hard coal,931434.000,0.225,848136.000,0.911
963,2021,Zolling,Zolling-Leininger,hard coal,1621570.000,0.392,1378945.000,0.850
963,2022,Zolling,Zolling-Leininger,hard coal,1613056.000,0.390,1411172.000,0.875
1194,2016,Berlin,Mitte,NG,,,872230.000,
1194,2017,Berlin,Mitte,NG,,,974109.000,
1194,2018,Berlin,Mitte,NG,,,935834.000,
1194,2019,Berlin,Mitte,NG,,,935432.000,
1194,2020,Berlin,Mitte,NG,,,824739.000,
1194,2021,Berlin,Mitte,NG,,,832446.000,
1194,2022,Berlin,Mitte,NG,,,627240.000,
